pedido_id,data_pedido,horario_pedido,restaurante,categoria,cidade,valor_pedido,tempo_entrega_min,avaliacao,metodo_pagamento,status
4383,2026-05-03,21:10,Pizza Express,Pizza,Eusébio,154.56,52.0,1.0,Cartão de débito,Entregue
4384,2026-05-24,19:41,Churrasco & Cia,Churrasco,Eusébio,61.32,58.0,5.0,Cartão de crédito,Entregue
4385,2026-04-14,10:40,Cantinho da Massa,Massas,Fortaleza,135.05,37.0,5.0,Pix,Entregue
4386,2026-02-19,17:45,Sushi Fortaleza,Sushi,Fortaleza,132.99,32.0,2.0,Dinheiro,Entregue
4387,2026-02-22,11:33,Churrasco & Cia,Churrasco,Caucaia,110.48,46.0,1.0,Dinheiro,Entregue
4388,2026-04-22,22:39,Cantinho da Massa,Massas,Caucaia,107.59,69.0,1.0,Pix,Entregue
4389,2026-01-01,10:03,Cantinho da Massa,Massas,Fortaleza,145.5,38.0,4.0,Cartão de crédito,Entregue
4390,2026-02-01,10:46,Tempero Cearense,Saudável,Caucaia,175.04,17.0,4.0,Dinheiro,Entregue
4391,2026-04-16,18:47,Burger House,Hambúrguer,Eusébio,137.28,47.0,3.0,Pix,Entregue
4392,2026-02-22,21:17,Cantinho da Massa,Massas,Maracanaú,112.12,62.0,5.0,Cartão de débito,Entregue
4393,2026-04-06,11:51,Açaí Tropical,Açaí,Eusébio,149.99,41.0,3.0,Pix,Entregue
4394,2026-04-04,18:57,Açaí Tropical,Açaí,Eusébio,172.76,45.0,1.0,Cartão de crédito,Entregue
4395,2026-03-24,13:37,Burger House,Hambúrguer,Caucaia,123.61,52.0,1.0,Dinheiro,Entregue
4396,2026-05-07,17:07,Churrasco & Cia,Churrasco,Eusébio,134.35,15.0,1.0,Dinheiro,Entregue
4397,2026-02-27,21:01,Cantinho da Massa,Massas,Fortaleza,174.08,25.0,3.0,Dinheiro,Cancelado
4398,2026-01-16,10:18,Pizza Express,Pizza,Eusébio,164.06,41.0,4.0,Dinheiro,Entregue
4399,2026-02-07,17:49,Sabor Nordestino,Brasileira,Maracanaú,37.68,24.0,4.0,Dinheiro,Entregue
4400,2026-04-21,13:47,Churrasco & Cia,Churrasco,Fortaleza,85.67,65.0,3.0,Cartão de débito,Cancelado
4401,2026-04-28,12:36,Sabor Nordestino,Brasileira,Caucaia,53.71,50.0,1.0,Dinheiro,Entregue
4402,2026-04-15,17:25,Burger House,Hambúrguer,Eusébio,155.71,43.0,1.0,Cartão de débito,Entregue
4403,2026-03-21,13:04,Tempero Cearense,Saudável,Eusébio,111.93,35.0,5.0,Pix,Cancelado
4404,2026-03-11,17:08,Churrasco & Cia,Churrasco,Maracanaú,28.67,33.0,4.0,Dinheiro,Cancelado
4405,2026-05-12,12:41,Sabor Nordestino,Brasileira,Eusébio,89.73,16.0,4.0,Cartão de crédito,Entregue
4406,2026-06-29,15:02,Burger House,Hambúrguer,Maracanaú,165.65,30.0,3.0,Cartão de crédito,Entregue
4407,2026-05-01,13:05,Burger House,Hambúrguer,Eusébio,146.87,58.0,1.0,Dinheiro,Entregue
4408,2026-04-22,16:20,Cantinho da Massa,Massas,Fortaleza,71.89,62.0,2.0,Pix,Entregue
4409,2026-06-16,11:44,Tempero Cearense,Saudável,Caucaia,55.4,29.0,2.0,Dinheiro,Entregue
4410,2026-04-30,18:42,Sabor Nordestino,Brasileira,Caucaia,108.64,19.0,2.0,Cartão de crédito,Cancelado
4411,2026-04-26,13:11,Pizza Express,Pizza,Eusébio,80.51,66.0,4.0,Dinheiro,Entregue
4412,2026-03-27,23:23,Burger House,Hambúrguer,Maracanaú,37.63,22.0,1.0,Dinheiro,Entregue
4413,2026-03-31,20:23,Açaí Tropical,Açaí,Fortaleza,78.27,25.0,5.0,Pix,Entregue
4414,2026-04-13,18:31,Cantinho da Massa,Massas,Caucaia,34.82,64.0,2.0,Pix,Entregue
4415,2026-05-31,19:53,Tempero Cearense,Saudável,Eusébio,169.24,35.0,5.0,Dinheiro,Entregue
4416,2026-04-13,13:20,Tempero Cearense,Saudável,Fortaleza,25.6,56.0,2.0,Pix,Entregue
4417,2026-01-17,15:05,Açaí Tropical,Açaí,Maracanaú,131.17,38.0,1.0,Cartão de débito,Entregue
4418,2026-05-14,14:37,Churrasco & Cia,Churrasco,Eusébio,30.71,26.0,4.0,Cartão de débito,Entregue
4419,2026-03-06,22:55,Churrasco & Cia,Churrasco,Fortaleza,127.05,54.0,4.0,Dinheiro,Entregue
4420,2026-01-29,13:17,Tempero Cearense,Saudável,Fortaleza,83.47,58.0,4.0,Cartão de crédito,Entregue
4421,2026-06-29,22:58,Tempero Cearense,Saudável,Caucaia,59.72,66.0,2.0,Cartão de débito,Entregue
4422,2026-03-08,22:28,Sabor Nordestino,Brasileira,Fortaleza,176.84,15.0,1.0,Pix,Entregue
4423,2026-01-28,12:37,Açaí Tropical,Açaí,Fortaleza,118.47,49.0,3.0,Cartão de crédito,Entregue
4424,2026-05-23,19:56,Cantinho da Massa,Massas,Eusébio,91.59,65.0,3.0,Cartão de crédito,Entregue
4425,2026-04-13,18:07,Açaí Tropical,Açaí,Eusébio,21.33,15.0,5.0,Cartão de crédito,Entregue
4426,2026-05-19,22:37,Sabor Nordestino,Brasileira,Caucaia,156.44,47.0,1.0,Cartão de crédito,Entregue
4427,2026-02-19,13:18,Sabor Nordestino,Brasileira,Caucaia,179.04,50.0,1.0,Cartão de crédito,Entregue
4428,2026-02-26,15:41,Tempero Cearense,Saudável,Fortaleza,121.56,21.0,2.0,Cartão de crédito,Entregue
4429,2026-06-29,16:36,Cantinho da Massa,Massas,Maracanaú,23.53,23.0,1.0,Cartão de débito,Entregue
4430,2026-03-16,16:28,Tempero Cearense,Saudável,Caucaia,43.07,22.0,2.0,Pix,Entregue
4431,2026-02-18,16:49,Burger House,Hambúrguer,Fortaleza,93.13,66.0,3.0,Pix,Entregue
4432,2026-06-26,21:20,Pizza Express,Pizza,Eusébio,82.21,70.0,5.0,Cartão de débito,Entregue
4433,2026-02-27,11:46,Cantinho da Massa,Massas,Maracanaú,79.11,58.0,3.0,Dinheiro,Entregue
4434,2026-01-31,22:26,Tempero Cearense,Saudável,Caucaia,98.55,70.0,5.0,Cartão de crédito,Entregue
4435,2026-03-15,19:39,Churrasco & Cia,Churrasco,Fortaleza,68.51,47.0,5.0,Dinheiro,Entregue
4436,2026-01-26,16:17,Churrasco & Cia,Churrasco,Fortaleza,104.54,24.0,5.0,Pix,Entregue
4437,2026-02-03,22:08,Sushi Fortaleza,Sushi,Fortaleza,95.48,24.0,3.0,Dinheiro,Entregue
4438,2026-01-25,12:26,Pizza Express,Pizza,Eusébio,127.12,51.0,3.0,Pix,Entregue
4439,2026-03-24,18:25,Pizza Express,Pizza,Fortaleza,130.05,69.0,5.0,Cartão de débito,Entregue
4440,2026-03-21,10:33,Sushi Fortaleza,Sushi,Caucaia,63.41,67.0,3.0,Cartão de débito,Entregue
4441,2026-05-02,18:33,Churrasco & Cia,Churrasco,Fortaleza,114.32,15.0,4.0,Dinheiro,Entregue
4442,2026-06-06,13:11,Churrasco & Cia,Churrasco,Maracanaú,149.64,44.0,4.0,Cartão de débito,Entregue
4443,2026-04-17,18:15,Pizza Express,Pizza,Eusébio,95.2,29.0,3.0,Cartão de crédito,Entregue
4444,2026-06-06,21:38,Churrasco & Cia,Churrasco,Caucaia,121.56,45.0,5.0,Cartão de crédito,Entregue
4445,2026-02-04,18:01,Pizza Express,Pizza,Maracanaú,99.54,58.0,1.0,Dinheiro,Entregue
4446,2026-03-17,15:55,Sabor Nordestino,Brasileira,Eusébio,139.82,57.0,5.0,Pix,Entregue
4447,2026-02-27,22:23,Sushi Fortaleza,Sushi,Caucaia,35.28,68.0,3.0,Cartão de débito,Entregue
4448,2026-01-08,21:13,Burger House,Hambúrguer,Eusébio,137.75,22.0,5.0,Dinheiro,Entregue
4449,2026-04-20,17:54,Sabor Nordestino,Brasileira,Maracanaú,87.52,46.0,3.0,Dinheiro,Entregue
4450,2026-06-12,12:48,Sabor Nordestino,Brasileira,Fortaleza,32.72,70.0,1.0,Pix,Entregue
4451,2026-02-28,18:16,Sushi Fortaleza,Sushi,Maracanaú,155.39,26.0,4.0,Cartão de crédito,Entregue
4452,2026-06-14,18:28,Açaí Tropical,Açaí,Maracanaú,145.74,63.0,3.0,Cartão de débito,Entregue
4453,2026-03-14,12:08,Churrasco & Cia,Churrasco,Eusébio,114.64,54.0,2.0,Cartão de débito,Entregue
4454,2026-04-03,22:31,Açaí Tropical,Açaí,Maracanaú,143.19,44.0,4.0,Pix,Entregue
4455,2026-06-22,15:03,Burger House,Hambúrguer,Fortaleza,125.34,48.0,5.0,Pix,Entregue
4456,2026-01-26,14:33,Cantinho da Massa,Massas,Maracanaú,179.24,29.0,4.0,Cartão de débito,Entregue
4457,2026-05-30,23:25,Açaí Tropical,Açaí,Caucaia,48.22,65.0,1.0,Pix,Entregue
4458,2026-06-26,20:44,Sushi Fortaleza,Sushi,Caucaia,126.14,65.0,5.0,Pix,Entregue
4459,2026-05-02,10:56,Tempero Cearense,Saudável,Eusébio,129.2,26.0,5.0,Pix,Entregue
4460,2026-06-15,20:03,Burger House,Hambúrguer,Caucaia,69.68,20.0,4.0,Dinheiro,Entregue
4461,2026-03-16,16:47,Açaí Tropical,Açaí,Maracanaú,104.05,65.0,1.0,Dinheiro,Entregue
4462,2026-04-17,21:58,Pizza Express,Pizza,Eusébio,159.16,35.0,5.0,Pix,Entregue
4463,2026-03-25,22:37,Burger House,Hambúrguer,Fortaleza,38.36,50.0,3.0,Dinheiro,Entregue
4464,2026-06-11,15:40,Sabor Nordestino,Brasileira,Fortaleza,119.0,44.0,2.0,Dinheiro,Entregue
4465,2026-04-19,12:25,Sushi Fortaleza,Sushi,Maracanaú,161.33,37.0,3.0,Dinheiro,Entregue
4466,2026-05-26,11:45,Açaí Tropical,Açaí,Eusébio,149.61,65.0,2.0,Cartão de crédito,Entregue
4467,2026-06-15,11:01,Sabor Nordestino,Brasileira,Fortaleza,138.78,26.0,5.0,Dinheiro,Entregue
4468,2026-06-02,10:25,Burger House,Hambúrguer,Caucaia,33.73,46.0,3.0,Pix,Entregue
4469,2026-05-30,22:48,Sabor Nordestino,Brasileira,Maracanaú,91.25,55.0,1.0,Cartão de crédito,Entregue
4470,2026-03-09,20:22,Açaí Tropical,Açaí,Eusébio,63.66,57.0,2.0,Dinheiro,Entregue
4471,2026-06-14,14:56,Tempero Cearense,Saudável,Maracanaú,75.93,57.0,2.0,Pix,Entregue
4472,2026-02-20,23:02,Churrasco & Cia,Churrasco,Fortaleza,93.06,52.0,4.0,Cartão de débito,Entregue
4473,2026-01-17,12:41,Sushi Fortaleza,Sushi,Caucaia,52.91,30.0,3.0,Cartão de débito,Entregue
4474,2026-04-29,15:43,Açaí Tropical,Açaí,Maracanaú,99.63,28.0,3.0,Cartão de débito,Entregue
4475,2026-03-27,18:54,Açaí Tropical,Açaí,Caucaia,27.69,57.0,1.0,Cartão de crédito,Entregue
4476,2026-06-15,19:28,Pizza Express,Pizza,Caucaia,20.16,45.0,1.0,Cartão de débito,Entregue
4477,2026-01-08,22:26,Pizza Express,Pizza,Fortaleza,97.02,31.0,4.0,Dinheiro,Entregue
4478,2026-04-16,19:48,Açaí Tropical,Açaí,Caucaia,95.93,65.0,1.0,Dinheiro,Entregue
4479,2026-02-13,14:49,Sushi Fortaleza,Sushi,Caucaia,82.41,47.0,2.0,Cartão de crédito,Entregue
4480,2026-03-31,22:12,Tempero Cearense,Saudável,Caucaia,134.42,38.0,3.0,Dinheiro,Entregue
4481,2026-04-08,17:13,Churrasco & Cia,Churrasco,Fortaleza,95.93,50.0,1.0,Cartão de crédito,Entregue
4482,2026-02-15,18:44,Sushi Fortaleza,Sushi,Caucaia,149.87,68.0,4.0,Pix,Entregue
4483,2026-04-17,21:43,Pizza Express,Pizza,Eusébio,128.78,20.0,3.0,Cartão de débito,Entregue
4484,2026-06-21,13:06,Tempero Cearense,Saudável,Eusébio,157.7,43.0,3.0,Dinheiro,Entregue
4485,2026-03-07,13:37,Sabor Nordestino,Brasileira,Caucaia,30.18,53.0,3.0,Dinheiro,Entregue
4486,2026-04-13,13:01,Sabor Nordestino,Brasileira,Maracanaú,52.14,24.0,1.0,Cartão de crédito,Entregue
4487,2026-01-20,16:16,Sabor Nordestino,Brasileira,Maracanaú,101.67,70.0,1.0,Pix,Entregue
4488,2026-05-09,11:05,Sushi Fortaleza,Sushi,Caucaia,142.42,63.0,2.0,Dinheiro,Entregue
4489,2026-06-21,20:15,Tempero Cearense,Saudável,Caucaia,168.96,45.0,2.0,Pix,Entregue
4490,2026-05-20,16:28,Açaí Tropical,Açaí,Maracanaú,131.52,36.0,3.0,Pix,Entregue
4491,2026-05-30,21:49,Sabor Nordestino,Brasileira,Maracanaú,34.27,26.0,5.0,Dinheiro,Entregue
4492,2026-06-03,11:20,Cantinho da Massa,Massas,Eusébio,175.83,45.0,1.0,Cartão de crédito,Entregue
4493,2026-05-27,13:13,Pizza Express,Pizza,Eusébio,176.9,40.0,5.0,Cartão de débito,Entregue
4494,2026-03-09,16:01,Burger House,Hambúrguer,Fortaleza,59.95,63.0,5.0,Pix,Entregue
4495,2026-05-08,17:05,Burger House,Hambúrguer,Fortaleza,104.21,26.0,3.0,Cartão de crédito,Entregue
4496,2026-04-01,22:26,Pizza Express,Pizza,Maracanaú,89.72,38.0,3.0,Cartão de débito,Entregue
4497,2026-06-27,15:23,Burger House,Hambúrguer,Caucaia,109.02,57.0,1.0,Dinheiro,Entregue
4498,2026-06-20,12:49,Burger House,Hambúrguer,Eusébio,117.34,29.0,2.0,Pix,Cancelado
4499,2026-05-20,23:28,Açaí Tropical,Açaí,Fortaleza,79.93,27.0,3.0,Dinheiro,Entregue
4500,2026-02-10,16:33,Cantinho da Massa,Massas,Maracanaú,62.57,32.0,3.0,Pix,Entregue
4501,2026-06-25,12:57,Sushi Fortaleza,Sushi,Fortaleza,141.31,22.0,5.0,Pix,Entregue
4502,2026-01-13,18:34,Sabor Nordestino,Brasileira,Maracanaú,70.57,62.0,3.0,Pix,Entregue
4503,2026-06-23,15:34,Pizza Express,Pizza,Fortaleza,71.21,15.0,1.0,Cartão de crédito,Entregue
4504,2026-06-14,18:56,Tempero Cearense,Saudável,Maracanaú,115.13,66.0,3.0,Pix,Entregue
4505,2026-01-21,19:13,Açaí Tropical,Açaí,Maracanaú,80.31,68.0,4.0,Pix,Entregue
4506,2026-03-26,13:59,Sushi Fortaleza,Sushi,Eusébio,68.06,43.0,4.0,Pix,Entregue
4507,2026-04-15,13:12,Açaí Tropical,Açaí,Eusébio,44.99,70.0,4.0,Cartão de débito,Entregue
4508,2026-06-07,11:22,Sabor Nordestino,Brasileira,Eusébio,54.97,33.0,2.0,Dinheiro,Entregue
4509,2026-03-22,10:20,Burger House,Hambúrguer,Fortaleza,116.05,15.0,3.0,Cartão de crédito,Entregue
4510,2026-02-03,22:26,Sabor Nordestino,Brasileira,Maracanaú,158.29,56.0,5.0,Dinheiro,Entregue
4511,2026-01-20,14:22,Açaí Tropical,Açaí,Maracanaú,57.8,41.0,4.0,Cartão de crédito,Entregue
4512,2026-03-23,19:07,Pizza Express,Pizza,Maracanaú,140.22,46.0,2.0,Dinheiro,Entregue
4513,2026-02-22,19:28,Churrasco & Cia,Churrasco,Maracanaú,149.0,47.0,5.0,Pix,Entregue
4514,2026-04-03,17:07,Sushi Fortaleza,Sushi,Fortaleza,147.97,54.0,5.0,Pix,Cancelado
4515,2026-03-09,22:46,Tempero Cearense,Saudável,Fortaleza,167.01,30.0,5.0,Pix,Entregue
4516,2026-05-03,14:30,Açaí Tropical,Açaí,Maracanaú,64.43,43.0,2.0,Cartão de crédito,Entregue
4517,2026-05-10,14:32,Açaí Tropical,Açaí,Maracanaú,79.07,67.0,1.0,Cartão de crédito,Entregue
4518,2026-05-25,23:33,Açaí Tropical,Açaí,Caucaia,79.73,52.0,5.0,Cartão de débito,Entregue
4519,2026-02-17,23:38,Sabor Nordestino,Brasileira,Fortaleza,166.9,35.0,5.0,Cartão de crédito,Entregue
4520,2026-03-31,21:07,Açaí Tropical,Açaí,Eusébio,80.77,50.0,3.0,Pix,Entregue
4521,2026-05-26,11:36,Sushi Fortaleza,Sushi,Caucaia,68.47,26.0,3.0,Dinheiro,Entregue
4522,2026-06-18,21:55,Açaí Tropical,Açaí,Fortaleza,176.91,27.0,5.0,Cartão de débito,Entregue
4523,2026-01-15,22:48,Tempero Cearense,Saudável,Caucaia,57.88,38.0,2.0,Pix,Entregue
4524,2026-05-01,15:59,Sabor Nordestino,Brasileira,Maracanaú,179.61,25.0,5.0,Cartão de débito,Entregue
4525,2026-01-31,19:25,Sabor Nordestino,Brasileira,Maracanaú,109.62,63.0,3.0,Dinheiro,Entregue
4526,2026-05-22,12:49,Açaí Tropical,Açaí,Eusébio,94.41,42.0,2.0,Cartão de crédito,Entregue
4527,2026-05-01,17:14,Sushi Fortaleza,Sushi,Maracanaú,155.29,41.0,1.0,Dinheiro,Entregue
4528,2026-05-08,18:51,Churrasco & Cia,Churrasco,Caucaia,176.17,65.0,1.0,Pix,Entregue
4529,2026-04-04,20:02,Açaí Tropical,Açaí,Eusébio,116.1,25.0,5.0,Cartão de crédito,Entregue
4530,2026-01-05,17:39,Sushi Fortaleza,Sushi,Eusébio,130.36,24.0,4.0,Pix,Entregue
4531,2026-05-13,12:22,Cantinho da Massa,Massas,Maracanaú,58.02,36.0,5.0,Pix,Entregue
4532,2026-03-31,16:31,Pizza Express,Pizza,Fortaleza,93.41,35.0,2.0,Dinheiro,Entregue
4533,2026-06-13,15:35,Pizza Express,Pizza,Maracanaú,127.3,47.0,5.0,Pix,Entregue
4534,2026-03-26,21:20,Sushi Fortaleza,Sushi,Fortaleza,78.33,62.0,4.0,Pix,Entregue
4535,2026-05-03,12:27,Sushi Fortaleza,Sushi,Caucaia,25.32,44.0,1.0,Pix,Entregue
4536,2026-02-18,23:02,Tempero Cearense,Saudável,Maracanaú,91.75,19.0,2.0,Cartão de crédito,Entregue
4537,2026-05-21,13:35,Açaí Tropical,Açaí,Fortaleza,152.47,26.0,4.0,Pix,Entregue
4538,2026-05-26,23:35,Burger House,Hambúrguer,Fortaleza,66.21,61.0,5.0,Cartão de débito,Entregue
4539,2026-02-27,17:06,Açaí Tropical,Açaí,Eusébio,20.4,42.0,2.0,Cartão de crédito,Entregue
4540,2026-05-16,15:33,Sushi Fortaleza,Sushi,Fortaleza,85.28,31.0,5.0,Cartão de débito,Cancelado
4541,2026-04-19,22:59,Pizza Express,Pizza,Maracanaú,90.89,27.0,5.0,Dinheiro,Entregue
4542,2026-06-20,16:02,Tempero Cearense,Saudável,Maracanaú,96.92,37.0,5.0,Pix,Entregue
4543,2026-03-04,21:58,Churrasco & Cia,Churrasco,Caucaia,36.08,15.0,3.0,Dinheiro,Entregue
4544,2026-06-18,12:22,Sabor Nordestino,Brasileira,Caucaia,26.26,36.0,5.0,Cartão de crédito,Entregue
4545,2026-05-19,15:51,Churrasco & Cia,Churrasco,Maracanaú,44.2,36.0,4.0,Pix,Entregue
4546,2026-05-01,20:09,Sabor Nordestino,Brasileira,Fortaleza,44.47,22.0,1.0,Pix,Entregue
4547,2026-01-16,22:29,Cantinho da Massa,Massas,Eusébio,38.71,39.0,1.0,Cartão de crédito,Entregue
4548,2026-06-24,23:07,Pizza Express,Pizza,Caucaia,121.63,55.0,4.0,Dinheiro,Entregue
4549,2026-06-15,14:01,Cantinho da Massa,Massas,Maracanaú,126.17,37.0,1.0,Cartão de crédito,Entregue
4550,2026-03-21,15:35,Cantinho da Massa,Massas,Fortaleza,171.83,50.0,5.0,Cartão de débito,Entregue
4551,2026-05-03,10:25,Sabor Nordestino,Brasileira,Maracanaú,69.63,65.0,3.0,Cartão de débito,Entregue
4552,2026-06-16,15:47,Sabor Nordestino,Brasileira,Eusébio,146.16,40.0,2.0,Cartão de débito,Entregue
4553,2026-05-05,12:55,Burger House,Hambúrguer,Caucaia,78.05,64.0,5.0,Cartão de crédito,Entregue
4554,2026-05-15,21:14,Sushi Fortaleza,Sushi,Caucaia,30.34,63.0,3.0,Cartão de débito,Entregue
4555,2026-06-15,20:55,Tempero Cearense,Saudável,Maracanaú,132.38,57.0,5.0,Cartão de crédito,Entregue
4556,2026-01-09,14:22,Sushi Fortaleza,Sushi,Fortaleza,63.72,70.0,5.0,Dinheiro,Entregue
4557,2026-02-12,23:20,Pizza Express,Pizza,Caucaia,21.64,51.0,4.0,Cartão de crédito,Entregue
4558,2026-01-14,19:37,Açaí Tropical,Açaí,Eusébio,31.76,67.0,1.0,Cartão de crédito,Entregue
4559,2026-04-15,18:58,Pizza Express,Pizza,Eusébio,162.93,29.0,5.0,Pix,Entregue
4560,2026-01-28,20:11,Pizza Express,Pizza,Caucaia,28.74,39.0,3.0,Pix,Entregue
4561,2026-04-15,16:09,Churrasco & Cia,Churrasco,Maracanaú,57.06,24.0,3.0,Cartão de débito,Entregue
4562,2026-02-02,17:25,Açaí Tropical,Açaí,Maracanaú,47.55,70.0,2.0,Pix,Entregue
4563,2026-06-13,19:19,Açaí Tropical,Açaí,Caucaia,78.22,50.0,1.0,Dinheiro,Entregue
4564,2026-03-01,20:14,Pizza Express,Pizza,Caucaia,143.84,21.0,4.0,Cartão de crédito,Entregue
4565,2026-02-14,16:52,Pizza Express,Pizza,Caucaia,153.48,64.0,3.0,Dinheiro,Entregue
4566,2026-04-17,15:02,Cantinho da Massa,Massas,Caucaia,142.57,38.0,2.0,Dinheiro,Entregue
4567,2026-03-30,20:42,Burger House,Hambúrguer,Maracanaú,138.17,33.0,3.0,Pix,Entregue
4568,2026-06-22,23:36,Pizza Express,Pizza,Eusébio,169.12,67.0,4.0,Cartão de crédito,Entregue
4569,2026-05-10,17:53,Tempero Cearense,Saudável,Eusébio,23.35,27.0,5.0,Cartão de débito,Entregue
4570,2026-06-02,16:59,Churrasco & Cia,Churrasco,Eusébio,69.99,26.0,4.0,Dinheiro,Entregue
4571,2026-05-05,14:42,Pizza Express,Pizza,Caucaia,89.85,69.0,3.0,Cartão de crédito,Entregue
4572,2026-04-22,21:07,Sushi Fortaleza,Sushi,Caucaia,50.61,24.0,3.0,Pix,Entregue
4573,2026-01-23,18:12,Burger House,Hambúrguer,Maracanaú,135.18,68.0,1.0,Cartão de débito,Entregue
4574,2026-02-01,23:44,Churrasco & Cia,Churrasco,Caucaia,31.58,15.0,5.0,Pix,Entregue
4575,2026-02-03,23:40,Churrasco & Cia,Churrasco,Eusébio,158.6,36.0,1.0,Pix,Entregue
4576,2026-05-19,18:40,Sabor Nordestino,Brasileira,Caucaia,123.56,48.0,2.0,Cartão de crédito,Entregue
4577,2026-05-01,11:09,Tempero Cearense,Saudável,Eusébio,52.88,17.0,2.0,Cartão de débito,Entregue
4578,2026-01-27,21:50,Sushi Fortaleza,Sushi,Eusébio,85.07,25.0,4.0,Cartão de débito,Entregue
4579,2026-04-15,12:28,Açaí Tropical,Açaí,Maracanaú,90.23,42.0,5.0,Pix,Entregue
4580,2026-05-11,23:07,Cantinho da Massa,Massas,Maracanaú,105.99,43.0,4.0,Pix,Entregue
4581,2026-02-08,19:18,Cantinho da Massa,Massas,Eusébio,145.98,27.0,4.0,Dinheiro,Entregue
4582,2026-05-07,12:55,Tempero Cearense,Saudável,Maracanaú,100.74,60.0,5.0,Cartão de crédito,Entregue
4583,2026-03-26,13:25,Tempero Cearense,Saudável,Maracanaú,123.39,28.0,2.0,Cartão de crédito,Entregue
4584,2026-04-12,11:57,Sushi Fortaleza,Sushi,Fortaleza,97.39,53.0,1.0,Pix,Entregue
4585,2026-01-11,13:35,Sushi Fortaleza,Sushi,Eusébio,51.95,56.0,3.0,Cartão de crédito,Entregue
4586,2026-01-27,16:25,Cantinho da Massa,Massas,Fortaleza,45.2,42.0,2.0,Cartão de crédito,Entregue
4587,2026-06-02,13:32,Churrasco & Cia,Churrasco,Eusébio,31.51,37.0,3.0,Cartão de débito,Entregue
4588,2026-05-20,11:23,Açaí Tropical,Açaí,Eusébio,61.61,20.0,3.0,Cartão de crédito,Entregue
4589,2026-04-07,22:27,Sabor Nordestino,Brasileira,Maracanaú,155.37,30.0,4.0,Pix,Entregue
4590,2026-04-12,10:09,Tempero Cearense,Saudável,Eusébio,149.56,34.0,4.0,Cartão de débito,Entregue
4591,2026-03-28,11:40,Burger House,Hambúrguer,Maracanaú,173.87,21.0,2.0,Pix,Entregue
4592,2026-04-17,12:04,Sabor Nordestino,Brasileira,Caucaia,25.31,35.0,4.0,Dinheiro,Entregue
4593,2026-01-05,16:08,Pizza Express,Pizza,Fortaleza,110.29,54.0,4.0,Pix,Entregue
4594,2026-04-19,18:25,Tempero Cearense,Saudável,Caucaia,27.94,49.0,2.0,Dinheiro,Entregue
4595,2026-04-11,18:59,Burger House,Hambúrguer,Fortaleza,66.55,43.0,2.0,Dinheiro,Cancelado
4596,2026-01-14,18:43,Açaí Tropical,Açaí,Fortaleza,167.76,63.0,2.0,Cartão de crédito,Entregue
4597,2026-01-03,19:57,Burger House,Hambúrguer,Fortaleza,166.15,36.0,4.0,Cartão de débito,Entregue
4598,2026-01-11,17:00,Burger House,Hambúrguer,Caucaia,98.79,47.0,3.0,Dinheiro,Entregue
4599,2026-05-17,23:33,Burger House,Hambúrguer,Fortaleza,56.97,44.0,2.0,Cartão de crédito,Entregue
4600,2026-02-14,12:38,Sushi Fortaleza,Sushi,Eusébio,41.63,44.0,2.0,Pix,Entregue
4601,2026-01-29,14:37,Sushi Fortaleza,Sushi,Caucaia,98.29,38.0,3.0,Cartão de débito,Entregue
4602,2026-05-10,18:25,Cantinho da Massa,Massas,Caucaia,116.02,44.0,5.0,Cartão de crédito,Entregue
4603,2026-06-11,23:53,Burger House,Hambúrguer,Caucaia,140.56,28.0,4.0,Dinheiro,Cancelado
4604,2026-05-14,13:30,Churrasco & Cia,Churrasco,Caucaia,176.49,56.0,3.0,Cartão de crédito,Entregue
4605,2026-03-28,18:15,Açaí Tropical,Açaí,Caucaia,26.19,70.0,4.0,Dinheiro,Cancelado
4606,2026-06-07,19:03,Sushi Fortaleza,Sushi,Fortaleza,91.01,24.0,1.0,Cartão de crédito,Entregue
4607,2026-04-03,19:45,Sabor Nordestino,Brasileira,Caucaia,50.87,30.0,1.0,Pix,Entregue
4608,2026-05-29,16:16,Sabor Nordestino,Brasileira,Fortaleza,27.8,34.0,4.0,Cartão de crédito,Entregue
4609,2026-06-08,20:12,Sushi Fortaleza,Sushi,Caucaia,49.69,69.0,4.0,Cartão de débito,Cancelado
4610,2026-04-09,10:43,Sushi Fortaleza,Sushi,Fortaleza,178.35,62.0,3.0,Cartão de débito,Entregue
4611,2026-04-13,23:59,Sushi Fortaleza,Sushi,Eusébio,38.72,21.0,3.0,Cartão de crédito,Entregue
4612,2026-02-09,13:06,Sabor Nordestino,Brasileira,Fortaleza,96.06,59.0,4.0,Cartão de crédito,Entregue
4613,2026-05-30,14:20,Açaí Tropical,Açaí,Caucaia,27.39,63.0,1.0,Pix,Entregue
4614,2026-01-19,19:57,Sabor Nordestino,Brasileira,Fortaleza,154.64,63.0,3.0,Dinheiro,Entregue
4615,2026-03-01,20:22,Burger House,Hambúrguer,Maracanaú,179.64,38.0,5.0,Pix,Entregue
4616,2026-04-21,13:23,Burger House,Hambúrguer,Caucaia,37.51,56.0,1.0,Cartão de débito,Entregue
4617,2026-05-15,22:48,Tempero Cearense,Saudável,Maracanaú,179.08,18.0,4.0,Dinheiro,Entregue
4618,2026-04-19,10:10,Cantinho da Massa,Massas,Eusébio,174.7,38.0,4.0,Dinheiro,Entregue
4619,2026-01-21,20:19,Sabor Nordestino,Brasileira,Caucaia,95.33,46.0,3.0,Cartão de débito,Entregue
